40.4262825	-125.0993744	-5
40.46447554	-125.0841649	-5
40.50266575	-125.068937	-5
40.54084073	-125.0536901	-5
40.57902526	-125.0384252	-5
40.60318063	-125.0351335	-5
40.62734813	-125.0318394	-5
40.65150297	-125.028542	-5
40.67565754	-125.0252416	-5
40.69812052	-125.02745	-5
40.72057138	-125.0296427	-5
40.74302218	-125.0318364	-5
40.76548496	-125.0340479	-5
40.80969005	-125.0467717	-5
40.85389368	-125.059527	-5
40.89809618	-125.0722977	-5
40.94229789	-125.0850674	-5
41.00076893	-125.0861685	-5
41.0592519	-125.0872689	-5
41.11773441	-125.0883682	-5
41.17620406	-125.089466	-5
41.2454597	-125.0815284	-5
41.31472557	-125.0735867	-5
41.38398961	-125.0656239	-5
41.45323975	-125.057623	-5
41.51006162	-125.0487244	-5
41.56688181	-125.0398074	-5
41.62370029	-125.0308719	-5
41.68051675	-125.0219343	-5
41.74141741	-125.0202079	-5
41.80232945	-125.0184918	-5
41.86324113	-125.0167526	-5
41.92413971	-125.0150062	-5
41.97087811	-125.023486	-5
42.01761596	-125.0319763	-5
42.06434085	-125.0404767	-5
42.11107756	-125.0489881	-5
42.1723013	-125.0681474	-5
42.23352207	-125.0873573	-5
42.29474019	-125.1066012	-5
42.35595598	-125.1258627	-5
42.43593907	-125.1488034	-5
42.51593036	-125.1718145	-5
42.59590536	-125.1948787	-5
42.67587679	-125.21798	-5
42.75643769	-125.2382983	-5
42.83699546	-125.2586641	-5
42.91755006	-125.2790777	-5
42.99810148	-125.2995395	-5
43.07728932	-125.3146677	-5
43.15647522	-125.3298298	-5
43.23565917	-125.3450263	-5
43.31484115	-125.3602572	-5
43.39151661	-125.3708984	-5
43.46819085	-125.3815618	-5
43.54486386	-125.3922476	-5
43.62153563	-125.4029559	-5
43.71843179	-125.4135153	-5
43.81532632	-125.4241015	-5
43.91223163	-125.4347153	-5
44.00912291	-125.4453558	-5
44.18034334	-125.458428	-5
44.3515474	-125.4715358	-5
44.52274708	-125.4846978	-5
44.69394195	-125.4979321	-5
44.90280077	-125.5187724	-5
45.11166414	-125.5397496	-5
45.32051376	-125.5608477	-5
45.52935612	-125.5820516	-5
45.63931785	-125.5993615	-5
45.74927638	-125.6167305	-5
45.85923166	-125.6341593	-5
45.96918368	-125.6516484	-5
46.10975325	-125.6842899	-5
46.25031338	-125.7170843	-5
46.39086394	-125.7500335	-5
46.53140478	-125.7831392	-5
46.6642807	-125.827176	-5
46.79713418	-125.8714179	-5
46.9299716	-125.9158494	-5
47.06279807	-125.960509	-5
47.1707384	-126.0048431	-5
47.27866802	-126.0493692	-5
47.38658144	-126.0940523	-5
47.49447183	-126.1389117	-5
47.5962138	-126.196124	-5
47.69792831	-126.2535537	-5
47.79961506	-126.3112027	-5
47.90127374	-126.3690726	-5
47.97124718	-126.4229879	-5
48.04119603	-126.4770473	-5
48.11112013	-126.5312518	-5
48.181019	-126.5856111	-5
48.27785643	-126.6780985	-5
48.3746267	-126.7709436	-5
48.47132342	-126.8641298	-5
48.56793936	-126.9576684	-5
48.70741054	-127.0988133	-5
48.84670892	-127.2407465	-5
48.98583221	-127.3834663	-5
49.1247782	-127.5269712	-5
49.2395583	-127.6324138	-5
49.35424679	-127.7383457	-5
49.46883628	-127.8447705	-5
49.58331943	-127.9516917	-5
49.65719615	-128.0124211	-5
49.73103996	-128.0733346	-5
49.80485062	-128.1344332	-5
49.87862787	-128.1957181	-5
50.20199045	-127.5346021	-20
50.15201748	-127.4933835	-20
50.10202322	-127.4522595	-20
50.05201461	-127.4112111	-20
50.00199138	-127.3702476	-20
49.9726567	-127.3424604	-20
49.9080908	-127.2814463	-20
49.84349906	-127.2205949	-20
49.81413484	-127.1929891	-20
49.78195516	-127.1598365	-20
49.71114034	-127.0870558	-20
49.64028646	-127.0144862	-20
49.60806246	-126.9815691	-20
49.5660672	-126.9272441	-20
49.5240468	-126.873012	-20
49.48200138	-126.8188727	-20
49.43993106	-126.7648259	-20
49.39919324	-126.7042576	-20
49.35843074	-126.6437803	-20
49.31763723	-126.5834029	-20
49.2768064	-126.5231342	-20
49.19991396	-126.3869161	-20
49.12285853	-126.2511209	-20
49.04564785	-126.115738	-20
48.96828914	-125.9807758	-20
48.94648316	-125.949001	-20
48.92466874	-125.9172539	-20
48.90284588	-125.8855344	-20
48.88100841	-125.8538423	-20
48.83152678	-125.7921732	-20
48.78201321	-125.7306437	-20
48.73246827	-125.6692348	-20
48.6828925	-125.6079272	-20
48.59274406	-125.5154729	-20
48.50253202	-125.4233442	-20
48.41224471	-125.3315387	-20
48.32188901	-125.2400545	-20
48.29716698	-125.2165833	-20
48.24275366	-125.1650583	-20
48.18831278	-125.1136409	-20
48.16356069	-125.0902897	-20
48.11968381	-125.0556102	-20
48.07579739	-125.0209884	-20
48.03190149	-124.9864244	-20
47.98799615	-124.9519178	-20
47.91884839	-124.9072376	-20
47.84968518	-124.8626728	-20
47.78050664	-124.8182229	-20
47.71131289	-124.7738871	-20
47.64277479	-124.7390659	-20
47.5742276	-124.7043317	-20
47.50567139	-124.669684	-20
47.43710624	-124.6351224	-20
47.37712595	-124.6113689	-20
47.31714157	-124.5876659	-20
47.25715314	-124.5640131	-20
47.19716068	-124.5404102	-20
47.13950257	-124.5203985	-20
47.08184162	-124.5004267	-20
47.02417786	-124.4804947	-20
46.9665113	-124.4606024	-20
46.9190847	-124.4467689	-20
46.87165677	-124.4329575	-20
46.82422752	-124.4191682	-20
46.77679696	-124.4054008	-20
46.72692514	-124.3973632	-20
46.67705281	-124.3893377	-20
46.62717998	-124.3813243	-20
46.57730666	-124.3733229	-20
46.52583509	-124.3664467	-20
46.4743631	-124.3595806	-20
46.42289069	-124.3527245	-20
46.37141788	-124.3458784	-20
46.31197752	-124.3431589	-20
46.18119994	-124.3371829	-20
46.05041429	-124.3312161	-20
45.99096565	-124.328507	-20
45.90223972	-124.3289263	-20
45.81351865	-124.3293534	-20
45.72479644	-124.3297704	-20
45.63606709	-124.3301596	-20
45.55030028	-124.3309212	-20
45.46453218	-124.33169	-20
45.37876297	-124.3324482	-20
45.29299285	-124.3331784	-20
45.19943253	-124.3306239	-20
45.10587119	-124.328068	-20
45.01230884	-124.3255108	-20
44.91874548	-124.3229521	-20
44.74567061	-124.3091075	-20
44.57259241	-124.2953294	-20
44.39951112	-124.2815995	-20
44.22642697	-124.2678997	-20
44.06147224	-124.2519158	-20
43.89652702	-124.2359901	-20
43.73157896	-124.2201215	-20
43.56661593	-124.2042917	-20
43.45400952	-124.1913953	-20
43.34140191	-124.1785153	-20
43.2287805	-124.1656681	-20
43.11616993	-124.1528707	-20
42.95995853	-124.1285926	-20
42.80375588	-124.1044093	-20
42.64753728	-124.0803191	-20
42.49131522	-124.0563208	-20
42.36145223	-124.0348502	-20
42.23157408	-124.0134646	-20
42.1016936	-123.99213	-20
41.97182305	-123.9708627	-20
41.88396698	-123.9522216	-20
41.7961091	-123.9336225	-20
41.70824947	-123.915065	-20
41.62038809	-123.8965488	-20
41.57060576	-123.8776996	-20
41.52082133	-123.8588765	-20
41.47103483	-123.8400795	-20
41.42124627	-123.8213085	-20
41.37866504	-123.7953178	-20
41.33607931	-123.7693592	-20
41.2934891	-123.7434328	-20
41.25088203	-123.7175381	-20
41.21193809	-123.6973246	-20
41.17297919	-123.6771333	-20
41.13402998	-123.6569809	-20
41.09507837	-123.6368343	-20
41.06764126	-123.6294438	-20
